,0
149,"Habe die Kopfhörer Samstag Morgen bekommen, Klang gut Material auch aber wenn ich die länger als eine halbe stunde drauf hab tun meine Ohren weh nicht von der Lautstärke sondern von den Ohrmuscheln/Bügeln (oder wie man das nennt) an sich"
150,"I am very very pleased with these headphones. I love the the talk through and ambient sounds awareness features and they do work a treat. To get the best out of this product, you must download the JBL headphones App. The quality of sound using the app is Immense. I truly enjoyed listening to music with these, they are just brilliant."
151,"Honestly I bought it knowing I wouldn’t have the noise cancellation function so I wouldn’t comment on that too much. The headphones are great; the ear pads are soft and comfy, the fit is just fine on my head, the sound quality is pretty good, the only thing is the bass is pretty thumpy, which some people may not like. Also it does come with a cloth cable instead of the regular ones so I did think those were rather neat. The JBL app, though, is pretty weird with the ambient sound and talk thru function which doesn’t really work because when you activate those all you hear is really loud white noise with whatever you’re listening to really soft to a point where you’re barely able to hear it."
152,"Todas las bondades que querís imaginar en unos cascos supraaurales, aquí están. La batería es un canteo, me dura más la batería de los JVC que la vida de umpa lumpa. Lo de 30h me lo creo, por ahí estaré en cada carga. Lo uso en el trabaj oy lo cargaré uan vez a la semana aproximadamente, y creedme que le doy chicha. Es cómodo, pero aprieata demasiado, y lo malo es que al apretar tanto genera vacio en als orejas, y es incómodo. Me plantearía dos veces antes de volver a pillarlos, pero vamos, mejor que otroas de otra marca similares. a nivel técnico, una pasada, los flac se oen que te quedas loco; y un mp3-HD es una pasada. Unico inconveniente: que me apriete tanto no mola. Antes de comprarlos mídetela, y la cabeza también."
153,We bought these for a long flight to Thailand . You can still hear a background noise from the aeroplane but I couldn’t hear my husband talking who was sat next to me. They were everything we wanted them to be and would definitely recommend them.
154,"Yes I feel so happy to use this headphone in my daily. Only thing with my phone (oneplus 5t no rooted) when it's get connected to this Device, the notification goes double time and sounds in coverage and silent mode that's getting panic. Even if a call comes , some time gets hang and cannot stop the incoming call sound . Only way is to restart."
155,"Amazing headphones, got it for my daughter and it’s amazing."
156,"Bought just a day ago, already been using it quite a bit. It has too many buttons with too much functionality on them. Hopefully as I use it more inwill get used to it. I don't understand the speak through feature at all, it's quite pointless in my opinion. I kept activating Google Assistant whenever I tried to adjust it on my head. The good news is the basic functionality is great! Good sound and very comfortable for prolonged periods of usage. It seems very durable and flexible."
157,Excellent product quality
158,"Ho acquistato queste cuffie da Amazon Warehouse, e ne sono rimasto davvero soddisfatto? Io penso che queste cuffie vadano bene per il consumatore medio, ma non molto per qualcuno che vuole un audio ottimo nelle proprie orecchie. Le ho utlizzate per piu di un mese per poi mandarle indietro poiche il pulsante di pause aveva smesso totalmente di funzioare. Ora, posso dire che queste cuffie funzionano bene e hanno una durata della batteria ottima, ma parliamo di qualità del suono. Non parliamo di un suono pessimo, anzi. Ma abbiamo un suono che supera secondo me la media per questo prezzo. Diciamo, però, che hanno un audio moooolto basso e dei alti un po' poco chiari. I bassi sono decenti, ma non cosi tanto ( il modello 450BT che costa circa 1/4 di queste ha dei bassi spaventosi a confronto ) E quindi questo, consiglio queste cuffie a chi non ha molte aspettative, altrimenti consiglio altro."
159,It's not the best phone in the world but JBL does a good job with the sound quality and comfort while running and exercising with the headphone. It's a good purchase. Happy with it.
160,"Excellent headphones, ambient aware is an brilliant feature great for out on the road. Fit comfortably and snug. Overall very happy with them."
161,Qualidade de grave muito bom no Bluetooth. com cabo o profissionalismo chega ao seus ouvidos. para quem não tem costume de usar headphones esse ajusta bem sua pressão em o ponto baixo. recomendo para quem gosta de material de alta sonoridade
162,O produto tem uma ótima bateria e um bom som.
163,"Initialement prévu pour écouter la TV le soir sans déranger les enfants, ma femme et moi en avons acheté chacun un. La qualité sonore est très bonne et il a su trouver sa place au quotidien pour écouter de la musique via Amazon Prime Music, il fait aussi bien que des casques Bose, Sony, Beats etc... Par contre pour ce prix, ne cherchez pas une atténuation des bruits comme sur le Bose QuietComfort 35 II ou le Sony WH-1000xM3, nous sommes clairement pas dans la même gamme. Mais le JBL LIVE 650BTNC ne s'en sort pas si mal et atténue très fortement les bruits ambiants (ma femme fait beaucoup de pâtisserie dans notre cuisine ouverte avec des appareils bruyants et grâce à ce casque je peux écouter la TV sans être dérangé). La fonction vocal Alexa fonctionne très bien et l'application JBL permet de gérer les assistants vocaux Amazon/Google comme nous le voulons. Que dire de plus... C'est un très bon casque milieu de gamme qui fait aussi bien que des hauts de gamme. JBL | Harman/Kardon ne sais pas trompé sur ce produit, c'est un très bon rapport qualité-prix."
164,"Après de nombreuses lectures de tests de casque, je me suis décidé pour celui ci. Première impression à la réception : le casque respire la fiabilité. J'ai donc pu utiliser le casque en condition ""réelle"" : TER, TGV, ville, campagne. La réduction de bruit est efficace lorsque je ne bouge pas. Cependant, lorsque je me balade, tourne la tête, ... le casque bouge et donc la réduction du bruit ne se fait plus correctement. Est-ce dû aux lunettes ? Est-ce dû au réglage trop ""souple"" et qui ne garde pas assez les coussins collés aux oreilles ? J'ai fait tester le casque à certains de mes collègues et eux n'ont pas eu ce souci. Ce casque est très bon mais ne me convient pas. Il va falloir que je me tourne vers un autre modèle."
165,"ergonomie : les drivers appuis légèrement sur les oreilles (coussinets pas assez épais) , douleur au dessus du cran due a l’arceau . ""si utiliser longtemps"" audio : distorsions et manques de détails dans les médiums. réduction du bruit : un focal wireless lisen fait aussi bien en passif bref retour a l'envoyeur^^"
166,Tout simplement génial. Je l utilise beaucoup dans le bus en heure de pointe et vraiment impressionnant la réduction de bruit. Même juste allumé sans son. Avec la musique (pas forte) je n entends quasiment plus le bus ni les gens qui parlent autour. Par contre faire attention car on n entends une voiture arrivé que lorsqu'elle est très proche.. fait très bien son travail de réduction de bruit et la qualité du son n'est que meilleure sans être forte.
167,"Commande arrivée très rapidement (2 jours avant la date prévue). En revanche j'avais commandé un casque bleu, c'est un blanc qui a été livré (et je n'ai envie de me lancer dans une démarche de retour d'article). Bonne connection par bluetooth avec mes appareils, confort correct (il ne faut pas avoir de trop grandes oreilles). La réduction de bruit est correcte : masque complètement certains bruits graves mais pas complètement la TV par exemple. Il est nécessaire d'utiliser l'application My JBL Headphones pour avoir accès à l'égaliseur, cette appli n'est pas dans le microsoft store, et n'est pas non plus compatible avec des téléphones non récents (5 ans pour le mien). Accès facile aux touches du casque (son, avance ou recul d'une piste audio). J'imagine que certains casques sont plus performant mais une centaine d'euros en plus."
168,"Qualité sonore au top. Casque avec des basses bien prononcées et le reste du spectre est juste ultra clair avec une bonne spatialisation du son et des détails plus que correct,. Niveau confort ça sert un peu au début mais avec le temps on s'y habitue et les coussinets reste moelleux, je l'utilise pour mes séances de footing c'est parfait. Dernier point réduction de bruit active qui est plutôt mauvaise j'avais acheté un casque chinois en dessous de 100€ qui avait une réduction active un cran au dessus. Bref, pour ce prix je ne pense pas trouvé mieux son plus gros atout est le son et c'est ce que je cherchais sur un casque."
169,"Le casque a fonctionné deux semaines avant que l'oreille gauche ne fonctionne plus. Globalement, la réduction de bruit est plutôt efficace. Par contre, pour la qualité du son, ne vous attendez à rien d'exceptionnel. C'est très standard. Vous paierez pour le bluetooth, la réduction de bruit et le design, pas pour la qualité du son. Le point positif de ce casque est la possibilité d'activer la réduction de bruit active sans le bluetooth, c'est à dire en branchant le cable sur son téléphone."
170,"Ce produit m'as presque totalement satisfait : le qualité sonore est présenté, le confort est extra et la réduction de bruit se sent vraiment dans les transports. Seul problème, le casque s'est mis à grésiller quand le casque a été mouvementé (ça n'est arrivé que rarement)"
171,"Day 1: Headphones came, sounds great, google assistant works great Day 10: Battery backup reduces even after without noise cancellation activated Day 12: The bass sounds distorted (but I build the tolerance) Day 15: Headphones misbehaving, Automatically turns on and gets connected to the nearest paired device Day 16: Headphones stops charging Don't know what to do next"
172,"I wanted so much to like the headphones, however, they are let down in a number of areas, which mens they only get 3 stars and will be going back to Amazon later this week. As a standard pair of bluetooth headphones, they perform adequately well. The sound is good, not as good as I'd have liked, but not bad. Construction is good. A bit too plasticy maybe, and the buttons are rather tricky to find when wearing them, but over all OK. I am a size 58 head, and the headphones grip quite hard so I think if I was wearing them for a few hours, like on a plane journey, I'd struggle with them. Alas, the good points end there. Now the not so good. Pairing with both my android phone and Amazon tablet took a lot of time and retries. Eventually I managed to pair them, but in order to pair to the tablet, I have to turn off bluetooth on the phone first. They will not pair to a different device if an existing one isn't active. Not had that happen with other equipment. The headphones are meant to work with both Google Assistant and Amazon Alexa (Have to choose one from the Android app (Alas, no Amazon app, so no way to do so from an Amazon tablet unless side loading). OK(ish) so far. The following is mostly about Alexa as I use that more than Google Assistant. Again, just like the pairing, it was a bit of a faff getting the headphones and Alexa to pair. Once paired, it seems to work for a little while, but then somehow either the headphones or the Alexa app stop communicating and everytime you brush the left earpiece you get a screeching ""You have no connection, Either connect to the devise or restart the Assistant application"" or something similar. In other words, you've lost the assistant completely. In order to get it back, have to shut down/restart earphones and/or Alexa. A few times....... Noise Cancelling. Given this is the major feature for these headphones, I was very very disappointed. I have up to new used a set of Bose QC15s, which are nearing the end of their life, hence looking for replacement ANCs. The Bose headphones, despite being at least 6 years old cut out all humming and noise. I have used them on noisy trains, planes, boats, etc. They work and the background noise is, despite them being ON ear only just brilliant. I was expecting at least same, if not better from the JBL set, given they are new, hence I expected newer technology. Alas, I am really disappointed. The ANC is really the worst feature of the headphones. I tested then in the car and they hardly cut out the engine noise at all. Bose ones did 100% almost. This evening, I did a test with all my headsets, some on ear, some over. Only the Bose and the JBL are ANCs. I had a SF program on, which had lots of background noise (Starship engine hum, etc). Result: Bose: 100% cut out of background noise. JBL: Some loss of background noise, but hardly any difference if ANC on or off. Other headphones: Performed about as well as JBL, despite no ANC. OK, not a scientific test, I grant you, but as good a test as I need to know they aren't up to spec. So, in conclusion, I have to surmise that on a plane/train/etc, these JBL headphones will be practically useless in terms of ANC, thus making them totally pointless. Alas, I tried to hard to like them... So, going back to Amazon later this week and I'll now consider sticking to Bose and just biting the bullet and spending a lot more money. Not recommended as main features don't work."
173,"Lets try: 1) sound quality is pretty good. Don't fiddle with app equilizer. Default is fine. Voice in any video or song comes out awesome. Bass is good, not earth quake like. 2) and is okay. Meaning is cuts out noise alright, but fails with high pitch sounds. For example if some lunetic plays heavy metal in full volume in gym, you will hear it. 3) comfort is superb. 4) lags water resistance. 5) price is perfect. 6) style takes rest f the positive points. A sure shot head turner."
174,I bought these after buying an extreme 2 but these just don’t live up to the same quality. The volume is just not loud enough and the bass option causes distortion.
175,"Great !! hear the sound and you will fall in love with these pair of HP... the ANC technology works perfect . great bass control. Download the app on your mobile and turn on the BASS, JAZZ or according to your choice. The Alexa works perfect!!"
176,"The sound quality on these is very precise and balanced across the range. Using the app you can tweak the sound balance using their graphic equalizer - useful for me, because it was set up too bass heavy for my taste. They are comfortable, light and fit over my ears (and my ears are not small). Bluetooth connected very easily and is very stable. Charging is easy and quick - I've only done it once so far and I've clocked up about 15 hours wireless use. I connected to Alexa. This was very easy to do, but you do need to download an app. Once connected it was very easy to use - so easy that I found it difficult because I was looking for something more complicated. These headphones can be used to answer calls, but if you are looking for headphones that do this well and often, I'd look elsewhere for more specialised headphones. I've seen comments about sporting activities and these headphones, which surprised me. These are clearly not designed for sporting activities. Walking around? Yes. Sitting in your armchair with your feet up? Definitely. Going for a 5k jog? Probably better off getting some sports headphones."
177,"Komfortabel sind die Kopfhörer auf jeden Fall. Nach einem Tag testen konnte ich sie aber ohne weiteres Überlegen zurücksenden. Basslastiger lieder sind für diesen kopfhörer nichts. Man hört es ""klackern"" und bei sehr Treblelastigen liedern kann es auch vorkommen, dass der Kopfhörer nicht das leistet, was man von anderen kopfhörern dieser preisklasse gewohnt ist. Die Lautstärke lässt sich gut regeln, für mich aber ist es komisch, dass die kopfhörer im vergleich relativ leise sind. Finde ich schade. Das Design ist gut gelungen. In schwarz schaut das ganzr modern aber nicht zu dick aufgetragen aus."
178,I've just upgraded from a broken pair of Sony wired over ear headphones out of necessity. Initially i was amazed by the quality of the audio. I'm finding more and more that i should have got these a long time ago so i didn't always listen to music up loud on my older headphones when i on planes and trains etc.
179,"Only gave 3 stars due to me having to return them Upon opening the box,it was well packaged with the usual cables and cloth storage bag. Headset seemed well built and sturdy and the sound was very good but I had to return them due to the Bluetooth kept disconnecting They had mostly full charge and I tried disconnecting and connecting again but same problem Haven't had this issue with previous headset (KS Immerse)"
180,"Really nice headphones, first time I have tried JBL/Harman but I shouldn't have worried, especially given their pedigree. I am into bass-heavy songs so usually go for deep bass headphones, usually the Sony Extra Bass series. However what you find with those headphones is that the bass is very muddy. Not so with this JBL Live 650BTNC. The lows, mids and highs are handled wonderfully. The sound is also very loud, so you will not need to listen at full volume to enjoy your music fully. The negatives? The button controls are not very intuitive, so you have to take extra care to press buttons, or know which button you are actually pressing! Also, although you have bluetooth multipoint, and so 2 devices can be connected simultaneously, you will find the next time you switch the headphones on, you are only connected to the last device you connected to. So you have to manually connect the 2nd device. Which is pants really."
181,Just received the headphones. Just one problem the instructions provided with them are impossible to read. The print is far too small and I cannot read them even with my glasses. You would think having paid £160 for the headphones they would provide readable documentation with them. This is appalling - Unless I can find the instructions online I will be returning them. Fortunately the company were able to provide an online version of the instructions which meant I was able to read the guidelines.
182,"Do una valutazione temporanea di 4 stelle in attesa di aumentarla (o diminuirla, spero di no...) dopo averla provata per un po', solo per dare un'indicazione a chi come me volesse collegare la cuffia a W10. Inizialmente il collegamento non funzionava ed io ero già preparato a restituire la cuffia, ma come ultimo tentativo ho telefonato al supporto JBL che, peraltro senza crederci molto, mi ha consigliato di eseguire un reset della cuffia. Non ci credevo molto nemmeno io, ma miracolosamente ha funzionato! Ora la cuffia funziona benissimo sia con W10 che con lo smartphone (Android). Per fare il reset: - accendere la cuffia - tenere premuti contemporaneamente i tasti + e - (volume) per alcuni secondi, finché la cuffia si spegne e riaccende - rifare la procedura di pairing"
183,"This product was extremely disappointed and though I was very excited to receive these and they didn’t live up at all to my expectations. To start, the headphones easily fell off my head whenever I was running or cycling or doing something active. The noise cancelling is okay although it doesn’t block out all wind or chatter which makes it slightly pointless. However the worst part about it was the terrible sound quality and the fact that you could receive better quality from £25 apple earphones or something similar to this price is inexcusable for such expensive headphones. This product was a huge regret and I would make sure to get something worthy of the price in the headphone market."
184,"Wow these suck for the money! Replacing a set of 5 year old Philips on ear ones only because I dropped them and the frame cracked. Sound quality on the Philips ones that were £100 5 years ago is WAAAAY better, they have much clearer sound and deeper bass. Thought by spending a bit more money on a “better” brand and going over ear was an upgrade, no way. Going straight back!"
185,"Awesome. Brilliant noise cancellation. Comfortable. Only annoyance is the bright lights on the side and you can't turn off Google assistant, so accidentally touching the wrong place causes it to bark at you that it's not setup."
186,"Après une bonne quinzaine de jours d'utilisation, je dirais que ce casque est plutôt confortable (même si parfois il me fait un peu mal avec mes lunettes mais c'est tout de même supportable) Au niveau du son, le son est puissant et quasiment parfait (en effet j'aurai aimé entendre un petit peu moins les aigus sur certaines musiques mais j'ai réglé le problème en ajoutant une application équaliseur qui permet également de régler les basses si l'on veut les renforcer, sinon il n'y a pas de latence perceptible entre le son et l'image, maintenant au niveau de l'autonomie : elle est tout simplement excellente ; première recharge d'une durée de deux heures au bout de quinze jours avec une utilisation moyenne d'une heure par jour environ. Mon seul vrai souci, c'est que ce casque JBL E55BT ne fonctionne pas en bluetooth avec la Playsation 4 (Pro) comme de nombreux autres casques apparemment... grrr SONY En parlant du désign ; je le trouve magnifique mais c'est mon avis personnel Des personnes parlaient dans certains commentaires de bruits de grincement de plastique, pour ma part je n'ai rien entendu de tel Pour conclure : Je ne regrette en rien mon achat, quand à mon raccordement bluetooth pour ma PS4, je viens de commander un émetteur-récepteur bluetooth ""LL"" (d'une marque commençant par Z) qui se branche sur la prise casque d'une télé ou autre... Vous pouvez acheter ce casque les yeux fermés."
187,"Son net, pure, bonne basse, médium et aigus tres efficaces. Pas boomy comme beaucoup d'autres de nos jours. A recommander pour ceux qui veulent écouter de la belle musique. Pas de noise cancelling mais loverear couvre bien les bruits extérieurs. Largeur des oreillettes juste bien pour accueillir mes oreilles sans problème. Excellent bluetooth. Casque idéal aussi pour les moments en transports publics car il tient bien sûr la tête sans serrer. 5 etoiles car aucun défaut. Vraiment content de ce casque."
188,"A ce prix je ne m'attendais pas à ça.... En premier lieu la qualité du produit en plastique certes mais bien finis et bien réfléchis, ce qui me plait le plus c'est le confort les coussinets sont vraiment parfait je pense qu'ils vont duré dans le temps et confortable, l'appairage se fait simplement, le son n'est pas extraordinaire on va être franc donc les audiophiles passer votre chemin ça reste tout à fait correct pour moi. Je l'utilise tout les jours pour aller au boulot et un peu à la maison je ne le recharge que deux fois dans la semaine, parfois seulement une fois donc c'est vraiment bien, je ne suis pas fan des produits jbl à la base mais j'avais vue des tests et je me suis laisser tenter et bien j'ai eus raison je conseille ce casque pour ceux qui recherchent quelque chose de simple plutôt solide et à usage quotidien."
189,"Bon casque. Bon son. Se connecte rapidement en Bluetooth à mon téléphone. Tient environ 20h avant d'être rechargé. Meilleur en Bluetooth qu'en filliaire. Pour les appels, il vaut mieux utiliser le fil si vous appelez dans un endroit bruyant. Boutons de contrôles pour augmenter/baisser le son et pour faire play/pause. Pas de boutons pour changer de morceaux. Pas de système actif de réduction du bruit. Mais étant un casque circum-aural (qui entoure bien l'oreille) cela permet une bonne réduction du bruit. Confortable. Ne sert pas la tête."
190,"Bon produit reçu dans les temps et en très bon état. Ce casque sans fil de la marque JBL fait le boulot de façon honorable. Le son est très clair et la technologie de réduction de bruit est très appréciable, surtout quand on se balade dans la rue car elle réduit les bruits ambiants mais elle ne vous empêche d'entendre à coté de vous quelqu'un qui vous parle sans crier. Il est beau et confortable à porter. La liaison bluetooth fonctionne bien, j'ai pu l'appairer avec plusieurs appareils différents sans problème. L'autonomie est très appréciable. Pour donner une idée, je l'utilise tous les jours matin et soir dans les transports pour des trajets d'environ 45 minutes et je le recharge à peu près tous les 10 jours sans qu'il soit à plat. Le seul bémol serait ce petit grésillement que l'on entend pendant les silences quand on regarde un film mais ce n'est pas son utilité première. Sinon, je suis très content de ce casque et le prix était intéressant au moment où je l'ai acheté."
191,"- Qualité du son : signature JBL +++ (son produit par de puissants hauts parleurs fabriqués par Harman Kardon à l'origine de la sonorité unique des enceintes installées dans les Mercedes Benz) ; - Autonomie batterie : 20 h (après 2 heures de charge uniquement) ; - Commutation aisée entre les appareils (fonctionne aussi bien avec un smartphone Android - Samsung par exemple - qu'avec un Iphone) ; - Arceau textile très confortable (même au bout de 2 heures d'utilisation) ; - Casque circum-aural (ou circum auriculaire) ce qui signifie que le coussinet du casque enveloppe entièrement votre oreille (c'est plus confortable qu'un casque supra auriculaire qui compresse l'oreille). Vous constaterez immédiatement que ce casque réduit considérablement les bruits extérieurs en permet une écoute plus nette, plus fluide ; - Fonctionne en mode sans fil (bluetooth) ou en mode câblé compatible avec la plupart des téléphones intelligents (mode cablé vérifié sur mon Samsung mais je préfère le mode sans fil)"
192,"J'ai le casque JBL depuis un mois et j'en suis très satisfaite ! Il semble solide, et fait très bien le boulot au niveau son et connectivité. J'avais lu beaucoup d'avis et je ne suis pas déçue. L'autonomie est top. Seul point a revoir pour moi, la sacoche de rangement serait un plus, et egalement si vous avez quelques euros en plus pour votre budget, j'en prendrai un avec reducteur de bruit, la musique s'entends quand meme pas mal si on est dans un endroit assez silencieux.. mais convient tres bien pour une utilisation dans les transports en commun ou en ville par exemple. En bref, pour le prix je recommande !"
193,"Ich finde den E55BT ziemlich gut. Für um die 100 € bekommt man einen Kopfhörer, der einen (für meine Ohren) sehr ausgewogenen, guten Sound bietet. Gute Tiefen und keine übertriebenen Mitten oder Höhen. Der Akku hält lange durch (gefühlte 5-7 Stunden). Ich lade den Köpfhörer, bei eher unregelmäßiger Nutzung, alle paar Wochen auf. Der E55BT verbindet sich schnell und problemlos mit iPad oder iPhone. Sollte der Akku leer sein, man aber trotzdem Musik hören wollen, liegt ein Audiokabel bei. Beim Audiokabel fällt auf, dass es durch eine gewebeverstärkte Außenummantelung sehr strapazierfähig ist. Sehr gut! Geladen wird der (nicht wechselbare) Akku über ein beiliegendes USB-Kabel. Beim Laden wird der Bluetooth-Empfang abgeschaltet. Das finde ich nicht so toll, aber auch nicht tragisch. Meine Anwendung ist eher Laden ODER Musik hören. Wer sich einen Over-Ear-Kopfhörer kauft sollte wissen, dass man zwar wenig Umgebungsgeräusche hört, aber dafür warme Ohren bekommt. Im Sommer (am Strand) würde ich den JBL nicht lange tragen wollen. Wer also in dieser Beziehung empfindlich ist, der sollte sich für On-Ear- oder In-Ear-Kopfhörer entscheiden. Das ist aber keine Eigenschaft des E55BT, sondern prinzipbedingt bei Over-Ear-Kopfhörern. Das Gewicht. Dass ein drahtloser Kopfhörer auf Grund seines Akkus nicht zu den Fliegengewichten gehört, sollte jedem klar sein. Nach meinem Empfinden liegt der JBL hier im mittleren Bereich. Fazit: + guter Sound + einfache Verbindung mit iOS-Geräten + lange Laufzeit + gutes Audiokabel + gute Verarbeitung - kein Bluetooth beim Laden - Bedienteil an der hinteren rechten Ohrmuschel nur mit Übung sicher zu bedienen Ich würde ihn wieder kaufen."
194,"Pros: 1. Fit: Comfort fit with ears completely enclosed inside the earphone. Doesn't press your ears hard. But your ears might feel sweaty after 30 mins of usage 2. Noise cancellation: Perfect fit with the ears ensures zero noise from surrounding 3. Battery: If you are a moderate user (1-2 hrs a day), battery will last for a week. 4. Sound: Even at low volumes, you can hear little shrills of the song 5. Design: Looks premium and contemporary with knitted threads running across earphone covering the plastic. Surprised to notice that wires were also designed that way. Cons: 1. Cover: Though one can fold the earphones, pouch is not available to keep the earphones unlike Bose's headsets 2. Size: Looks bulky as it encloses ears completely Bottomline: Good buy in 6k range"
195,"Im Mai habe ich mir die roten JBL Kopfhörer gekauft, doch im August musste ich sie leider schon reklamieren. Eigentlich war ich mit dem Sound und der Akkulaufzeit der Kopfhörer sehr zufrieden. Doch als es diesen Sommer sehr heiß wurde, ist die Beschichtung der Ohrmuschelpolsterung schmierig und klebrig geworden und hat abgefärbt. Sehr schade, ich hoffe das es nur ein Serienfehler ist und das Problem bald behoben wird."
196,"I bought these through Amazon Warehouse as a cheap (but good) stop-gap while I save up to replace my much more expensive Bose headphones that died. Honestly though, besides the lack of active noise cancelling, these headphones have grown on me to the point where I'm not in such a rush to get a more premium headset. So there's a bunch of reviews that already vouch for the sound quality. JBL are known for having a bassy sound signature, similar to Beats, but this one is different. It's more smooth and warm with very clean detail and a sense of space and separation of instruments. Wired and wireless, these sound great, so you won't be disappointed. For me, the real benefits come from some small touches that make a huge difference. My favourite is the way this powers on and off. There is a little notch you just flick once. This is SO much better than most Bluetooth headphones that need you to hold the power button for 3-5 seconds, which is quickly gets annoying. Good job, JBL. I also love the dual connect ability. I have the headphones paired with my phone and iPad. The cool thing about this is I can switch between devices and sound will play between either device without having to do anything to the headphones or Bluetooth settings. For me, this was the killer feature that finally made me prefer wireless over wired. Speaking of wired, these can be connected by any generic 2.5mm headphone jack. Huge kudos to JBL for not getting unnecessarily proprietary with their headphone jack (I'm looking at you, AKG and Sennheiser...). I also like that the headphones twist downwards when you wear them around your neck. This keeps them out of the way, despite the big cups. This one is extremely subjective... the headphones are extremely comfortable. I wear glasses and have relatively small ears. Because of that, my ears very neatly fit inside the cups and the padding if soft enough to gently hug my head without pressing on my glasses. Because of that, I can wear them all day without getting uncomfortable. In fact, during this winter season, I've used them as ear mittens. they do a good job of keeping the cold from my ears. Apart from the lack of active noise cancellation, the only criticism I have for them is they do creak, especially if you have a heavy walk or move around a lot. I only notice this when I'm rushing to get somewhere, otherwise I rarely hear it. Considering how many plus points there are to these headphones, the slight creaking is really not a big deal to me... but your mileage may vary. I can see that massively bothering some people. That being said, I really recommend you give these a try. They are easily the best headphones I've ever owned under £50."
197,"JBL E55BT. Me gusta la musica, mucho, pero carezco de la agudeza auditiva de otros, que hablan de graves, agudos y armonicos con total soltura. Desde luego a mi me suenan cojonudos. Quizás es que nunca había tenido unos auriculares tan buenos (y caros) pero estoy muy satisfecho. Son muy comodos y, pese a que carecen de cancelación activa de ruido, aislan muy bien. Tal vez sea cierto que al ser tan cerrados den calor en verando, y mas viviendo en Sevilla. Ya veremos. Respecto a la batería me ha durado en torno a 18h escuchando musica a volumen medio. Por último el apartado estetico me encanta, pero eso ya es algo muy personal. Muy recomendables. He leido en otras reseñas que las almohadillas se acaban rompiendo. He visto que las venden por 8€ y es un coste que estoy dispuesto a aceptar."
198,"Prodotto arrivato nei tempi indicati. Inzio dicendo che prendo queste cuffie dopo averne provate altre su questa linea di prezzo (sennheiser hd4.40, shure 840) Queste jbl sono esteticamente più belle delle HD 4.40. ed io le trovo anche comode l'orecchio viene coperto completamente, nel mio caso. L'archetto è rivestito in tessuto, non è mai fastidioso. Evito di parlare delle caratteristiche e delle funzioni in quanto hanno già scritto in altre recensioni, (collegamento rapido, tasti non comodissimi ma accettabili...) SUONO Vorrei parlare piuttosto del suono di queste jbl e55bt, il suono stupisce (anche senza rodaggio completato) è incredibile che (112€, pagate 99 in offerta) jbl sia riuscita a creare una cuffia Bluetooth con driver da 50mm e allo stasso tempo il dac per la conversione del segnale Bluetooth accettabile. Il suono restituito è gradevole, il sound stage è più che accettabile considerando le alternative su questa fascia (con Bluetooth ovviamente). Certo che paragonate con cuffie della stessa fascia ma senza Bluetooth il discorso cambia, le shure 840 suonano senza dubbio meglio ma d'altronde le shure 840 non hanno il Bluetooth e sono molto ingombranti quindi meno comode per la mobilità. Gli alti sono presenti e abbastanza estesi, cristallini mai fastidiosi. I bassi sono profondi, forse la decadenza del basso è un po' lentuccia ma niente di gravissimo su questa fascia di prezzo. I bassi hanno qualche db in più rispetto ai medi, ma è una scelta logica considerando le ""rivali"" di queste cuffie. Nella totalità posso dire che nei brani dove ci sono pochi bassi avremo un ascolto corretto e mai artefatto, dove invece i bassi sono molto presenti li sentiremo molto bene. I medi forse mancano un pochino di vèrv ma la chitarra è ben udibile e chiara a mio parare con un tocco in rialzo sui 250hz e 500hz si ottiene un risultato davvero inaspettato!! VOLUME E QUALCHE TEST Il volume massimo è fin troppo alto, non distorce mai né con file mp3 né con file senza compressione (flac). Sicuramente se le usate con Android e volete divertirvi a tirare fuori qualcosa in più da queste jbl, munitevi di power-amp ed equalizzate un minimo in ribasso i bassi e in rialto i medi e ne sarete soddisfatti. Quello che colpisce è il livello di dettaglio che avremo con qualche piccolo ritocco. Ma anche senza il risultato è soddisfacente. Provate anche in aux con scheda audio dedicata,non ci sono grandi differenze, avendo una bassa impedenza, anche senza amplificazioni del segnale si possono ascoltare in mobilità. Certo è che un segnale amplificato darà sempre miglioramenti (timbrica migliore ad esempio). Isolamento buono, non sono completamente insonorizzate a volumi alti alti ma è più che normale. I rumori esterni più fastidiosi non li sentiremo anche usandole a bassi volumi. Le HD4. 40 non riescono a stare dietro a queste jbl che suonano meglio su tutti gli aspetti. Stesso vale per altri prodotti su questa fascia ma di altre marche come Sony ad esempio. Un acquisto consigliato, se trovate offerte diventa praticamente un acquisto obbligato se volete Bluetooth ma non volete spendere troppo. PS. Aggiornerò la recensione dopo che avrò completato il rodaggio e avrò avuto modo di provare in mobilità."
199,"Good sound quality, the bass are great, the battery life time is quite satisfactory too, but, the construction is not so good, due to a simple headphone drop, I now have problems with the sound on the left side... For the price, maybe you can find others with better quality... Also has the detail of the cushions that surround the ears, do not know if this happens with other colors, but I bought the blue, my ink dropped, this with a week of. use JBL Harman E55 Bluetooth Over-Ear Headphone - Blue ..."
